business_id|name|categories|city|review_count|stars
CaVVaXn6zHDQVeHKen0eQg|Savvy Seconds Marketplace|Women's Clothing, Accessories, Shopping, Fashion, Used, Vintage & Consignment|Charlotte|3|3.5
Y-bM_IcVmG6cLRAxWtuF6Q|Super Lube|Automotive, Auto Repair|Charlotte|6|4.0
iAafNRsR-_q1OLqnvGKM-Q|Gratefully, Danielle|Shopping, Accessories, Flowers & Gifts, Fashion, Gift Shops, Home & Garden, Home Decor|Charlotte|5|4.5
gcKrrhTYSP1MGq37SPKK3A|Poplar Cleaners|Local Services, Dry Cleaning & Laundry, Laundry Services|Concord|8|4.0
SLNUxnOfsv8VkN4WiF7wnQ|Pelican's Snoballs|Shaved Ice, Food|Cornelius|7|4.0
R4k7r7XHRavbGGJHNkBK3Q|Formula One Imports|Auto Customization, Auto Detailing, Oil Change Stations, Car Dealers, Auto Loan Providers, Automotive, Auto Repair|Charlotte|9|4.5
cEM7A5vWUeQhdK7UqOEcuA|Sweet Frog|Ice Cream & Frozen Yogurt, Food, Desserts, Do-It-Yourself Food|Charlotte|8|4.0
aV4lmp3mQHhi6eykm2VOBg|Gracie Barra - Charlotte|Trainers, Gyms, Fitness & Instruction, Active Life, Martial Arts|Charlotte|21|5.0
LkG9Iv-xJy5NR3p1RUDtPQ|Lark and Key|Art Galleries, Shopping, Jewelry, Local Flavor, Arts & Entertainment|Charlotte|5|5.0
aFcvbCoPxk6JJRTYSqKABg|Bank of America|Financial Services, Real Estate, Mortgage Brokers, Home Services, Banks & Credit Unions|Charlotte|6|2.5
nBAcMBarRHIoczgc9kLm_g|HairColorXperts|Beauty & Spas, Hair Salons|Charlotte|17|4.5
WItlLMrwWUbZhi7aSAzs2Q|Piedmont Social House|Restaurants, Bars, Bowling, Southern, Arts & Entertainment, Nightlife, Active Life, Social Clubs|Charlotte|234|3.0
cOZvQTnC6xRWRHHdtXad1Q|K9 Hair Design|Pet Services, Pets, Pet Groomers|Indian Trail|5|5.0
Z7TQ7f1W6qPlJ9jv8jNBVg|SPEED STYLES|Tires, Auto Parts & Supplies, Auto Glass Services, Automotive|Indian Trail|10|4.0
b8d9j2tbGnGT8VkBOxRJQA|South Charlotte Hyundai|Car Dealers, Automotive, Body Shops, Auto Repair, Auto Parts & Supplies|Charlotte|30|3.0
nPxRGi5T3xQEDbpCGzVg9A|The Container Store|Shopping, Local Services, Home & Garden, Self Storage|Charlotte|25|4.0
7lllB_EXXwFx2_dNA5eK_Q|Performance Auto Inspections|Automotive, Auto Repair, Smog Check Stations, Car Inspectors|Charlotte|8|5.0
B1kKm3sLtoRZGXeZTwKiAg|Bradshaw Social House|Beer, Wine & Spirits, American (Traditional), Food, Nightlife, Restaurants|Charlotte|85|3.0
rBo_suDMdGmFQ0TtYg3b2Q|Oak Room|Bars, Nightlife, Cocktail Bars, Dance Clubs|Charlotte|33|2.0
VyxaxOrPvCSWAXrXve9y7A|Kangaroo Express|Automotive, Gas Stations|Cornelius|3|3.0
5nIh8sUPZo3FSs-703VZmg|Miura Grill Express|Spanish, Brazilian, Restaurants|Matthews|4|5.0
4TdNCaknXSBARlJ9JB-tSw|201 Central|Cafes, Restaurants, Grocery, Drugstores, Shopping, Specialty Food, Flowers & Gifts, Food, Beer, Wine & Spirits|Huntersville|34|4.5
dmx8LX_V-vQbgBhFQPLl9A|Fox & Hound|Burgers, Bars, Sports Bars, Nightlife, Restaurants, American (Traditional)|Charlotte|117|2.5
CDFdupS6Jk-HOQZGQw8BgQ|The Fragrance Shop|Perfume, Shopping, Beauty & Spas|Huntersville|3|4.5
lY2RT75tYZCb2YHWu3bbNQ|Mecklenburg County ABC Store|Beer, Wine & Spirits, Food|Charlotte|6|4.0
xqpjZakCEWarm9jfzoYfWQ|Taco Bell|Mexican, Fast Food, Restaurants|Gastonia|4|2.5
dJ1pMIM0umYlDD-NQ3hPSg|The Farmers Fork|Breakfast & Brunch, American (New), Restaurants|Mount Holly|12|4.0
QYwprjk_9JjX-5FOa-N14g|Applebee's|Burgers, American (Traditional), Restaurants, Sandwiches, Nightlife, Sports Bars, Bars|Gastonia|7|1.5
R7cw5ANdIw-0LGmhXVbhzA|Princess Cleaners|Dry Cleaning & Laundry, Local Services, Sewing & Alterations, Laundry Services, Dry Cleaning|Charlotte|5|3.0
yfMML-dQJ06fgc2BCaMfKw|Mecklenburg County ABC Store|Beer, Wine & Spirits, Food|Charlotte|4|2.5
JnV0ZAo3SU_BkjGPyKFBzg|Four Paws Dog Retreat|Pets, Pet Sitting, Pet Services, Pet Groomers|Pineville|20|4.5
ZHkc9Lc50LXjxlIHQ7frjA|Inspiring Smiles Dentistry|Periodontists, Dentists, Pediatric Dentists, General Dentistry, Cosmetic Dentists, Health & Medical|Charlotte|8|5.0
zy-XZ2z_KmnISE1Gl99w1Q|Bojangles' Chicken And Biscuits|Southern, Fast Food, American (Traditional), Restaurants|Indian Trail|14|1.5
cMHgw40ldvUBxTYNeZjHQg|Whisky River at the Airport|Barbeque, Southern, Restaurants|Charlotte|200|2.5
dPMFTP4V_WOxVFtDdxbc5Q|Aldi|Food, Grocery|Monroe|4|4.0
B8Md0nn55j4faxoHyJ2zFg|Mary Beth Burgess - State Farm Insurance Agent|Home & Rental Insurance, Insurance, Auto Insurance, Financial Services|Kannapolis|3|5.0
VWJ5ek9uX-VFsD9Tiy2Njw|Kabuto Japanese Steak House & Sushi Bar|Sushi Bars, Restaurants, Japanese, Steakhouses|Charlotte|86|3.0
BFU_tJo4s7jKlizKybvs3A|Food Lion Inc|Delis, Restaurants, Sandwiches|Charlotte|3|1.5
RpRLx2o-a_ZenEP3JjeGGg|Play It Again Sports|Recreation Centers, Pawn Shops, Fashion, Shopping, Sports Wear, Discount Store, Ski & Snowboard Shops, Active Life, Disc Golf, Thrift Stores, Fitness/Exercise Equipment, Sporting Goods, Golf Equipment|Charlotte|5|3.0
vJ-KyaojDQj1R2BNrlDToA|East 74 Restaurant|Restaurants, American (Traditional)|Indian Trail|5|3.0
tc6sv6vMR5xrYLAPq-DAPg|My Dentists|Health & Medical, Dentists, Cosmetic Dentists, General Dentistry|Charlotte|8|4.0
PuwHnSYN8Gza6N-rgIONuw|Bojangles' Famous Chicken 'n Biscuits|Cajun/Creole, Breakfast & Brunch, Fast Food, Restaurants, Chicken Shop, Comfort Food|Huntersville|22|3.0
2hW-elN6vTeVxYuUK3aIPg|Mint Hill Farmers Market|Farmers Market, Food|Mint Hill|4|4.5
Admk3-QUASJZycTGuNyKOw|AutoZone|Auto Parts & Supplies, Automotive|Charlotte|4|4.0
--j-kaNMCo1-DYzddCsA5Q|Q's Nails|Hair Removal, Nail Technicians, Beauty & Spas, Nail Salons, Waxing, Day Spas|Charlotte|4|4.0
8zNQi5KdmsHSotMMMledWg|Fine & Fancy Flowers|Beer, Wine & Spirits, Floral Designers, Food, Event Planning & Services, Flowers & Gifts, Shopping, Florists, Gift Shops|Gastonia|3|4.0
6_i7-bI8XPnaVJvgYBtS8w|Hilton Garden Inn Charlotte Pineville|Hotels, Event Planning & Services, Hotels & Travel|Pineville|17|4.0
kByQQ4yd7ZbA0MAQKmRVvg|TGI Fridays|Restaurants, Nightlife, Bars, American (Traditional)|Concord|66|2.5
FNTGX1JlzCjmOMIu-RXuZA|Gamestop|Books, Mags, Music & Video, Shopping, Videos & Video Game Rental|Huntersville|5|4.0
PxgAzVhVL8hW58Lgl_Vo6w|Enterprise Rent-A-Car|Hotels & Travel, Car Rental|Concord|7|2.0
Yg-ms54Ck-m52kIeJxm66w|The FIX - Northlake Mall|Mobile Phone Repair, Local Services, IT Services & Computer Repair, Shopping, Mobile Phone Accessories, Electronics Repair|Charlotte|4|3.0
1h0aNxlPTaCz2LGSkv0Nkw|Aquawave Express Wash|Automotive, Car Wash|Belmont|8|3.0
klQnFvxN7stIgYAvRylY0Q|Genghis Grill|Mongolian, Chinese, Restaurants|Charlotte|71|2.5
eoequYL1yvdm0mdwavK7Dw|Styles by Shawn|Hair Stylists, Beauty & Spas, Hair Salons, Hair Extensions|Charlotte|4|2.0
O4kDYXp3BPN_kYcGLy914w|Cicis|Food, Desserts, Pizza, Chicken Wings, Restaurants, American (Traditional)|Kannapolis|8|3.5
3is0dluydFCPv2c0lbvP0g|Birch Restaurant & Bar|Restaurants, American (Traditional)|Charlotte|6|2.5
Vz7AFUNDJyTJaldCHJiARg|Bally Nails|Beauty & Spas, Nail Salons|Huntersville|13|3.5
ij_czg0xkJR6xvnQdgnMDA|Harris Teeter|Flowers & Gifts, Grocery, Fashion, Food, Drugstores, Shopping, Florists, Department Stores|Charlotte|37|4.0
x2HFl9z3xKf-Anup4dXp-Q|Subway|Fast Food, Sandwiches, Restaurants|Davidson|5|3.0
_zoZx96UmtcBEaBZ7h65AQ|The Home Depot|Shopping, Home & Garden, Appliances, Hardware Stores, Nurseries & Gardening|Charlotte|9|3.0
aVhTPveDI1fBo5M6X_2Ong|Indrajit Sen Photography|Event Photography, Session Photography, Photographers, Event Planning & Services|Charlotte|7|5.0
rYziPPEILDXJ_F5uKR--YQ|Bollywood Bites|Restaurants, Indian, Vegetarian, Vegan|Pineville|18|3.5
55pA9-shA8J5bfnlr7an4w|St Vincent De Paul Church|Religious Organizations, Churches|Charlotte|4|4.0
CDhdjU3V2ZdhIQJXDIMPsQ|Conrad Klein Property Management|Home Services, Real Estate Agents, Property Management, Real Estate|Charlotte|5|3.5
CUKEag6VDzFPVI_XKi9aNQ|Dominican Hair Salon|Beauty & Spas, Hair Salons|Charlotte|3|2.5
7CMmacH7B1OFC3ItVEu3KQ|Tire Kingdom|Automotive, Tires|Pineville|4|2.5
ZhdbnIScQfeYh9upMbK0lQ|Wok Bo Chinese Restaurant|Restaurants, Chinese|Charlotte|13|2.5
ucqL3efKMioB9b77XUk32w|Guaranteed Nails|Beauty & Spas, Nail Salons|Charlotte|7|3.5
jWld1BQ3S2Mq_agX1DRx2A|Walgreens|Beauty & Spas, Convenience Stores, Drugstores, Shopping, Cosmetics & Beauty Supply, Photography Stores & Services, Food|Charlotte|3|2.5
AiEKjZPj2J3MpnBZkx9rmw|Hertz Rent A Car|Hotels & Travel, Car Rental|Cornelius|13|2.5
wQ7toM7-hLmVgl1JX39QBw|Stand For Animals Veterinary Clinic|Veterinarians, Pets, Pet Services, Local Services, Food Banks, Community Service/Non-Profit|Charlotte|53|4.0
BZe70vZg5aMxq9Eb3JZDxQ|Zoë's Coffee House|Arts & Entertainment, Lounges, Coffee & Tea, Nightlife, Music Venues, Bars, Food, Beer, Wine & Spirits|Gastonia|30|4.5
fayxTgKXseTEfLba6dG5xg|Milestone Relocation Solutions|Home Services, Movers|Charlotte|18|1.5
KgFmLr-HZeUZc7nsjMkSRw|Target|Food, Fashion, Department Stores, Shopping, Drugstores, Men's Clothing, Grocery, Women's Clothing|Concord|22|4.0
9mYuWEqfwmfQh6qvhV8oPg|Art Hole Noda|Art Galleries, Shopping, Arts & Entertainment|Charlotte|4|4.5
599JtG7wbYCU6836LuGcGw|NutriShop|Health & Medical, Weight Loss Centers, Nutritionists, Specialty Food, Shopping, Vitamins & Supplements, Health Markets, Food|Huntersville|6|5.0
u7nXL3SKvWCWK9rVK3OqPA|King Green|Landscaping, Tree Services, Home Services|Charlotte|3|2.5
kCWWnRUAWPth0hif-lcP1Q|Park Road Shoe Service|Shoe Repair, Local Services|Charlotte|7|5.0
MGCuuvrLL455Ps9zR6HbKQ|LensCrafters|Shopping, Doctors, Eyewear & Opticians, Optometrists, Health & Medical, Ophthalmologists|Concord|4|3.0
ytgB7KOE_eQAYd9zPoTH8w|Starbucks|Food, Coffee & Tea|Monroe|18|4.0
3FRIZsRrRnm3WTMCRSnB_w|Indulgence Salon|Day Spas, Barbers, Beauty & Spas, Hair Salons, Men's Hair Salons|Charlotte|11|4.5
5VEYRYVIU2Bm-U1AqJNiQw|Mattress Firm Final Markdown|Home & Garden, Mattresses, Shopping, Furniture Stores, Home Decor|Charlotte|9|5.0
qvjEYywVw1ZXxeH454PiRw|Smoke and Go BBQ|Food, Event Planning & Services, Street Vendors, Food Stands, Restaurants, Food Trucks, Fast Food, Barbeque, Caterers|Huntersville|35|4.0
1av_7zemoQnj8hWLY_J9Zw|Kalu|Restaurants, Asian Fusion, Sushi Bars|Charlotte|27|2.5
o88IRsWNXDTlU2CmGZigQA|Killingsworth Environmental|Home Services, Pest Control, Carpeting, Heating & Air Conditioning/HVAC, Home Cleaning, Local Services, Landscaping, Lawn Services, Carpet Cleaning, Damage Restoration|Charlotte|7|4.5
dHRxvVfY0rchCvFT63QZrw|Uptown Collision & Paint|Automotive, Auto Detailing|Charlotte|3|4.5
EJ8RasQ8QfdjTjIB2pLpmQ|Enterprise Rent-A-Car|Hotels & Travel, Car Rental|Denver|5|4.0
E2PUvccjQc8fmmPQ-bFg_w|Belk Department Store|Department Stores, Fashion, Shopping|Charlotte|32|2.5
vMO8QkXzx-puoJDz09t5Pg|Iron Thunder Saloon|Nightlife, American (Traditional), Restaurants, Bars|Concord|44|3.0
PjBO76K50RegKWoH-8A-eg|Engel Dental Center|Periodontists, General Dentistry, Endodontists, Cosmetic Dentists, Dentists, Health & Medical|Charlotte|7|4.5
BIrFzA8FOMDAtn0O67G9uw|Vista Commons|Real Estate, Home Services, Apartments|Charlotte|4|3.0
acPCrxMhwM0W3oJkbiVeFA|Charlotte Running Company|Shopping, Shoe Stores, Sporting Goods, Outdoor Gear, Fashion|Charlotte|27|5.0
v6jewNocPDA4o0bacm8-Sg|Charlotte Youth Ballet|Arts & Entertainment, Performing Arts|Charlotte|3|3.5
5eU50HUUu4ynPgopsZyf7A|2 Gals Kitchen|Restaurants, Sandwiches, Cafes|Concord|92|4.5
xoQwIZRWeZfR-W5d_ADlzw|Citi Cleaners|Dry Cleaning & Laundry, Local Services, Laundry Services|Charlotte|4|2.0
fCWua09osgFYlNZlC8FdLA|Tracy Riggs Salon|Beauty & Spas, Hair Salons|Charlotte|3|5.0
aMkPZ747NAykBGCPFRf5AQ|The Arms Room|Guns & Ammo, Shopping|Charlotte|7|4.5
S4Gb3V7p5piEqRaP8dk1oA|Charlotte Comedy Theater|Art Schools, Arts & Entertainment, Nightlife, Comedy Clubs, Specialty Schools, Performing Arts, American (New), Education, Restaurants, Adult Education|Charlotte|16|4.5
anNUzEeMRHn3lfrE131Fbg|Right 1 Auto|Automotive, Auto Repair|Huntersville|3|5.0
c-0eh-tJ6PGEnkfpT0xJ6g|Certified Movers|Home Services, Movers|Concord|3|5.0
lLfO5DKArFTrr_um9ZqvYg|Full Spec Home Repair|Home Services, Roofing, Electricians, Siding, Gutter Services|Waxhaw|3|5.0
1u8cUa7sfVaY41NkjxOk2g|Asthma & Allergy Specialists|Nutritionists, Health & Medical, Pulmonologist, Doctors, Allergists|Charlotte|4|2.0
Kfd0hLU1_kfn5hQohZHOMg|Occasions Catering & Event Planning|Caterers, Event Planning & Services|Charlotte|6|4.0
osSwv6CJy5hDKQdOKeyTow|Ru San's|Sushi Bars, Japanese, Restaurants|Charlotte|554|4.0
0u6eLqpYD7XH26v2Ou3pow|Freedom House South End|Religious Organizations, Churches|Charlotte|3|5.0
PTDMAKBZze2QpZPc8mQD0w|Quick Wok|Restaurants, Chinese|Charlotte|9|2.5
1tqv6EfNuY8x7MU8lJ9vBg|Lodge at Mallard Creek|Real Estate, Home Services, Apartments|Charlotte|3|2.0
e01WELWR6ODCder7onrIlA|Tacos Don Sammy|Restaurants, Food, Mexican, Food Trucks|Charlotte|31|4.5
E3wdfyZo3pyUH1LxhANmnQ|China II Denver|Chinese, Restaurants|Denver|40|4.0
DR8ZNcvzCv7J961kTzIqXg|Aussie Pet Mobile of Charlotte|Pets, Pet Groomers, Pet Services|Charlotte|4|3.0
4AyCnr7MI4OO4In2R-Kc5Q|Reiki Education and Research Institute|Community Service/Non-Profit, Specialty Schools, Local Services, Health & Medical, Education, Educational Services, Reiki|Charlotte|3|3.5
BvFi3dP6xl9cU0S2ezo9Sg|Catawba Coffee Co|Coffee & Tea, Food|Mount Holly|29|5.0
VOUvuUIlERM8xPd4bDYuXQ|The 58th Annual Singing Christmas Tree|Local Flavor|Charlotte|3|3.5
tTgOIdg0o44oaerAu-IByA|Select Physical Therapy|Physical Therapy, Health & Medical|Charlotte|3|4.5
UtFRUYlIvZkt9e4B5-hKUg|Hendrick Collision Center South|Car Dealers, Automotive, Body Shops, Auto Repair|Charlotte|3|3.5
EyCV5_TlNId56OSq_HFIaw|Steven Stell CPA|Professional Services, Accountants, Financial Services|Charlotte|3|2.5
RFN2um_vsoliBtvLzH7PcA|Jack's Corner Tap|American (Traditional), Restaurants|Cornelius|82|3.0
adPxQjoPLFPh-t_dvehmKA|Public Storage|Self Storage, Local Services|Charlotte|4|5.0
sG3uhP-OpEBRsNI4QDQzzw|Suck Bang Blow Smokehouse|Barbeque, Restaurants|Concord|6|3.0
87U9TfmbGMNyCIVb17WJvg|Journey Auto Sales|Car Dealers, Used Car Dealers, Automotive, Car Buyers|Charlotte|6|4.5
O7SX0KTtlZSXSX1_oZ8HxQ|The Lash Lounge Charlotte - Waverly|Permanent Makeup, Eyelash Service, Threading Services, Hair Removal, Beauty & Spas, Eyebrow Services|Charlotte|3|4.0
z2UlLGVFpOwmHG-YSuo03Q|Migun of Charlotte|Shopping, Medical Supplies, Health & Medical, Beauty & Spas, Massage, Massage Therapy, Day Spas|Pineville|3|5.0
OvCQ-2YUSCT9X2uE52S-Nw|Inchin's Bamboo Garden|Noodles, Soup, Asian Fusion, Restaurants, Chinese, Salad, Pan Asian|Charlotte|44|3.5
8ldY6-AZ5uRocBCzhaYtRQ|Mattress Firm Stonecrest at Piper Glen|Home Decor, Home & Garden, Shopping, Mattresses, Furniture Stores|Charlotte|4|5.0
QTrbFMaPgd3BscIo7frc0Q|Wine & Design - Charlotte|Party & Event Planning, Nightlife, Paint & Sip, Kids Activities, Education, Art Classes, Specialty Schools, Active Life, Event Planning & Services, Art Schools, Arts & Entertainment|Charlotte|29|4.0
L8rJht4Jw_BuR8gsckEWYg|The Cheesecake Factory|Restaurants, Desserts, American (Traditional), Food, Salad, American (New)|Charlotte|447|3.0
JzsyGtlPsEuPTndUMLph0g|Mojo's Famous Hot Dogs|Restaurants, Street Vendors, American (New), Food, Hot Dogs|Charlotte|13|4.5
GRnDDpYPZuu0ebDJEBkVEg|Dojo Body Mind|Fitness & Instruction, Active Life, Martial Arts|Charlotte|5|5.0
fNMVV_ZX7CJSDWQGdOM8Nw|Showmars Government Center|American (Traditional), Restaurants|Charlotte|12|3.0
MkmdRh6RKX90I1AcpAcG6A|Hendrick FIAT of Concord|Auto Repair, Automotive, Car Dealers|Concord|3|3.5
5cptSUnP88AZv6ahNw5EBg|Kitchen Tune-Up|Home Services, Kitchen & Bath, Home & Garden, Cabinetry, Shopping, Home Organization, Contractors|Matthews|3|5.0
PjD13WsYZeAxtoBWSzxV4A|1 800 Flowers|Shopping, Florists, Flowers & Gifts|Charlotte|4|1.0
COGm86LBCcRM8IITLNUxpA|HBL Insurance Agency|Financial Services, Insurance|Charlotte|3|1.0
uG4eS9YSlpGn9Ron_kkhKw|K & E Nails|Nail Salons, Beauty & Spas|Waxhaw|6|3.0
czz6zFMuRmQlUQw3CZ6Arw|Elle C Luxury|Eyelash Service, Blow Dry/Out Services, Hair Removal, Hair Salons, Makeup Artists, Spray Tanning, Shopping, Beauty & Spas, Waxing, Tanning, Cosmetics & Beauty Supply, Teeth Whitening|Charlotte|15|5.0
Q9aW0NQat_4RIFZWQ7dS3w|The Visiting Veterinarian|Pets, Veterinarians|Charlotte|6|4.5
-GdhJT4mmu7_QYm6DRA_YQ|lululemon athletica|Shopping, Sporting Goods, Fashion, Sports Wear|Huntersville|5|3.5
JnYWjiikwHt3TawTkpNDoQ|Dilworth Car Wash|Car Wash, Auto Detailing, Automotive|Charlotte|20|3.5
uBs1-3FNDhKN-BBP27erFw|Rice Inc - Chinese Cuisine|Public Services & Government, Chinese, Restaurants|Charlotte|5|2.0
0tIbkfU487rBKIDieNxHjg|MirrorMate Frames|Home & Garden, Shopping, Kitchen & Bath, Home Decor|Charlotte|5|4.0
9EtO2xBsUZQvUqyUf9Hjjg|L. Martin Taylor, Attorney and Counselor at Law|Professional Services, Lawyers|Gastonia|5|5.0
EyPDvFnc8Jh1kAZZMHoApQ|MOD Pizza|Pizza, Restaurants, Fast Food|Charlotte|125|4.5
aW6Z4NSqEVli-xYMV3jRyg|Zebra Restaurant|Wine Bars, French, Nightlife, American (Traditional), Restaurants, American (New), Event Planning & Services, Caterers, Bars|Charlotte|81|3.5
P4y1YvDp_Y1gCEnedEVxLg|McCartan Law|DUI Law, Criminal Defense Law, Personal Injury Law, Professional Services, Lawyers|Concord|17|4.0
P8pRCjEfLhnSx6-2P840YQ|Popeyes Louisiana Kitchen|Restaurants, Cajun/Creole, Fast Food, Chicken Wings, Seafood, American (Traditional)|Concord|5|2.0
XcKX3Meb4CQaDtHVgGsaGA|Tribe Salon Studio|Beauty & Spas, Cosmetics & Beauty Supply, Shopping, Hair Salons, Hair Stylists|Charlotte|9|4.0
1Ea_l3O0fea0L5IWe_9OPw|Jessica|Beauty & Spas, Hair Salons, Hair Stylists|Matthews|5|5.0
YWm5z2mu-C-pUuL86fcFxQ|Best Wok|Restaurants, Chinese|Charlotte|73|4.0
Qk0Hcvuo098bycKBO_zExA|Baskets and Blossoms|Florists, Shopping, Flowers & Gifts|Charlotte|10|3.0
ekO8yQ0qqdBJmEmb0Sl83g|Buddy's Bed and Biscuit|Pet Sitting, Pets, Pet Services, Pet Boarding, Pet Groomers|Indian Trail|3|3.5
w86a43vcuWFVB2kUyO5Mig|Ballantyne School of Music|Shopping, Arts & Entertainment, Music Venues, Musical Instruments & Teachers, Nightlife, Performing Arts|Charlotte|4|5.0
L3rUfrvH2_pDpL12FEO3Ew|Braces by Bird|Dentists, Health & Medical, Orthodontists|Charlotte|10|5.0
0VIDKLJTWE5hZPeclgd4fQ|Elizabeth's Treasures|Flowers & Gifts, Women's Clothing, Gift Shops, Home Decor, Shopping, Home & Garden, Jewelry, Fashion|Concord|9|3.5
P-xthnjpyWaS9wma9HfFUA|Hiya Food Truck|Street Vendors, Food Trucks, Food, Korean, Restaurants|Charlotte|18|4.0
3ox9g3-BfQiwPAMOERX5bw|Tropical Smoothie Cafe|Sandwiches, Juice Bars & Smoothies, Restaurants, Food, Cafes|Matthews|4|3.0
9YnK_lZ7lInd81BURIk3Ew|Salsarita's Fresh Mexican Grill|Event Planning & Services, Tex-Mex, Restaurants, Salad, Caterers, Mexican|Charlotte|36|3.0
HLdxzajfYJWHu4XluZd1eg|Marsh Properties|Home Services, Apartments, Property Management, Real Estate|Charlotte|7|3.5
vWI4Ot6e6GSTmfQAkIHkUw|Gymboree Play & Music|Shopping, Event Planning & Services, Art Classes, Indoor Playcentre, Education, Party & Event Planning, Preschools, Kids Activities, Active Life, Musical Instruments & Teachers, Elementary Schools|Cornelius|3|3.5
l79ACsMSAzueI7d0gff6cg|1-800-Flowers|Florists, Shopping, Flowers & Gifts|Charlotte|4|1.5
5UK1KtbB1dHTCo0LNDVslA|Gus's Sir Beef Restaurant|Restaurants, Southern|Charlotte|27|3.5
6x3tsS_imswVcBZrMZ_noQ|Fiv5 Star Cleaning|Professional Services, Home Cleaning, Home Services, Office Cleaning|Concord|6|4.5
pgtK_RgfhQZCKoOE-Hl7-g|GNC|Shopping, Health Markets, Vitamins & Supplements, Food, Specialty Food|Charlotte|6|2.5
NnpyFI4TffR8k-SxB0tBcg|Arcadia Student Living|University Housing, Real Estate, Apartments, Home Services|Charlotte|4|1.0
YZYqpZFBgQN-ruQ-hAj3Jw|American Deli|Wraps, Restaurants, Delis, Fast Food|Charlotte|4|3.5
Gepo-V2cjV-BA3oNde2tDw|Q's Diner|American (Traditional), Restaurants, Southern|Charlotte|14|4.0
7f50VCFvceygnPPVgqi72w|Final Score|Shopping, Sporting Goods|Concord|3|2.5
9zS4IkhwXrbp0uH0dTnrEg|Carolinas Medical Center-Pineville|Health & Medical, Hospitals|Pineville|49|2.5
g_7u4hLLa6lHiV3ridMiQA|SouthEnd Dentistry|Cosmetic Dentists, General Dentistry, Dentists, Orthodontists, Health & Medical|Charlotte|48|3.0
Ozaw7gKIfHQ4h6J-2GjHrw|Enterprise Fitness & Personal Training Center|Active Life, Gyms, Fitness & Instruction|Monroe|3|3.5
va7dsculCyT17cfsGU0xkw|Wink studio South Park|Hair Removal, Eyelash Service, Nail Salons, Beauty & Spas|Charlotte|10|4.5
OEtpWDbh2-6HypPeDSmeEg|Hardee's|Restaurants, Fast Food, Sandwiches, American (Traditional)|Lowell|5|2.0
QeEQXdto_4wFRaNKyIygRA|French Quarter|Cajun/Creole, Food, Beer, Wine & Spirits, American (Traditional), Restaurants, Comfort Food, French, American (New)|Charlotte|99|3.5
ttzGaOKWKyd2WvA-fG4n4A|Dilworth Lighting|Antiques, Lighting Fixtures & Equipment, Home Services, Shopping, Home & Garden, Furniture Stores, Wholesale Stores|Charlotte|3|3.5
iLHzm7N_GMPl6sr2RqeqhQ|Chick-fil-A|Restaurants, Salad, Burgers, Wraps, Event Planning & Services, Caterers, Fast Food|Charlotte|8|1.5
QjbnYglxVLDrS64t4ElJXQ|Bold Missy Brewery|Food, Breweries|Charlotte|40|4.5
VWhMR4Skwdh4uTFs1nPvDA|Rite Aid|Drugstores, Shopping, Food, Convenience Stores|Charlotte|6|2.5
ryJYWlLu2PjedPYDGzrwlQ|Aldi|Beer, Wine & Spirits, Food, Grocery|Charlotte|7|3.5
pOemnf_3HlSO5m9W0E9WVw|Mr Inspection|Tires, Smog Check Stations, Automotive|Matthews|12|4.0
Bh-G9_WLTreZh2bv-3_ZMQ|Terminix|Local Services, Pest Control|Indian Trail|7|2.5
AbtEJdg7j09_rmaBdAwI4g|Mini-Xtreme of Harrisburg|Automotive, Oil Change Stations, Auto Repair|Harrisburg|7|1.5
uqYB53z5GrtzJq8WHTF-xg|Olive Garden Italian Restaurant|Bars, Italian, Wine Bars, Restaurants, Salad, Nightlife|Pineville|137|2.5
HK_JUlb4FgxkeHuKdESWNw|Charlotte Mecklenburg Library - Cornelius|Books, Mags, Music & Video, Bookstores, Educational Services, Education, Shopping, Libraries, Public Services & Government|Cornelius|5|4.0
djY66DavYZ6r7pBlZ4ZuMw|Booth Playhouse|Performing Arts, Arts & Entertainment|Charlotte|12|4.0
OiutT-PHcZd6y2cEJ_yEVw|Chuck E. Cheese's|Pizza, Restaurants|Charlotte|19|3.0
u30sGj_F4iNw9gCfjbpV-Q|The Wine Room at Afton Village|Wine Bars, Sandwiches, Food, Nightlife, Beer, Wine & Spirits, American (Traditional), Bars, Restaurants|Concord|13|3.0
oMZxCtEcgT5RWg8g5bilxA|Burger King|Burgers, Restaurants, Fast Food|Charlotte|6|3.0
OWByE1i1tjPB5i5mSprDJw|Crispy Banh Mi|Restaurants, Vietnamese, Juice Bars & Smoothies, Food, Sandwiches|Charlotte|28|4.5
UITRYjNiZ3yb275H9MEq2A|Ellington Funeral Services|Local Services, Funeral Services & Cemeteries|Charlotte|3|5.0
IKCbiWU7_15OOnjEE-ZDhA|Cox Door Company|Garage Door Services, Home Services|Indian Trail|4|3.0
OVh3YaOl5Z9whoNILHuq8A|Brooks Brothers|Women's Clothing, Men's Clothing, Shopping, Fashion, Children's Clothing|Greensboro|4|4.0
UL856d_VsaxR26uo3ywoWA|The Hop Shop|Wine Bars, Bars, Nightlife, Beer Bar|Charlotte|20|4.5
Voi1fbzDe1kSm4DcIt89xw|Fox Ridge Lofts|Real Estate, Home Services, Apartments|Charlotte|3|1.0
